Orgao Julgador;Justiça;Tribunal;Grau;PCA_AP_G;TSNE_AP_G;PCA;PCA_FF;TSNE_FF;TSNE
vara da comarca de urucurituba - tjam;Estadual;TJAM;G1;26;639;0;;;203
vara judicial - agudo - tjrs;Estadual;TJRS;G1;26;509;0;;;203
vara �nica da comarca de campo er� - tjsc;Estadual;TJSC;G1;0;314;0;;;203
vara única - comarca de alto taquari - sdcr - tjmt;Estadual;TJMT;G1;26;550;-1;;;203
vara única - comarca de brasnorte - sdcr - tjmt;Estadual;TJMT;G1;26;621;0;;;203
vara única - comarca de colniza - sdcr - tjmt;Estadual;TJMT;G1;26;611;-1;;;203
vara única - comarca de itiquira - sdcr - tjmt;Estadual;TJMT;G1;0;314;0;;;203
vara única - comarca de marcelândia - sdcr - tjmt;Estadual;TJMT;G1;26;550;-1;;;203
vara única - comarca de tabaporã - sdcr - tjmt;Estadual;TJMT;G1;26;479;-1;;;203
vara única da comarca de santa maria do cambucá - tjpe;Estadual;TJPE;G1;0;449;0;;;203
02 cumulativa de vinhedo - tjsp;Estadual;TJSP;G1;0;-1;0;;;204
02 turma civel e criminal do colegio recursal da 18ª c.j. - fernandopolis  de fernandopolis - tjsp;Estadual;TJSP;TR;49;757;0;;;204
2ª vara canaranã - tjmt;Estadual;TJMT;G1;0;22;0;;;204
5ª vara caceres - tjmt;Estadual;TJMT;JE;26;609;0;;;204
central de administração - comarca de chapada dos guimarães - sdcr - tjmt;Estadual;TJMT;G1;26;458;0;;;204
juizado especial civel crim. de adamantina - tjsp;Estadual;TJSP;JE;26;458;0;;;204
juizado especial civel crim. de cajuru - tjsp;Estadual;TJSP;JE;26;589;0;;;204
vara - jesp do juizado especial de sacramento da comarca de sacramento - tjmg;Estadual;TJMG;JE;26;607;0;;;204
vara juizado esp. civel crim. de suzano - tjsp;Estadual;TJSP;JE;26;633;0;;;204
vara unica de sao miguel arcanjo - tjsp;Estadual;TJSP;G1;0;22;0;;;204
02 execucoes criminais de aracatuba - tjsp;Estadual;TJSP;G1;0;184;0;;;205
1 vara crime, juri, execucoes penais, infância e juventude de serrinha - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
1 vara criminal de amargosa - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
1 vara criminal de cruz das almas - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
1 vara criminal de euclides da cunha - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
1 vara criminal de paulo afonso - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
1? juizado especial criminal e 1? juizado de viol?ncia dom?stica e familar contra a mulher de taguatinga - tjdft;Estadual;TJDFT;JE;26;464;0;;;205
1ª vara criminal de ouro preto (meio aberto) - tjro;Estadual;TJRO;G1;0;184;0;;;205
1ï¿½ vara criminal de samambaia - tjdft;Estadual;TJDFT;G1;0;184;0;;;205
2ª vara criminal de cacoal (meio fechado e semiaberto) - tjro;Estadual;TJRO;G1;0;184;0;;;205
2ª vara criminal de guajará-mirim (meio fechado e semiaberto) - tjro;Estadual;TJRO;G1;0;184;0;;;205
2ï¿½ vara criminal de brasï¿½lia - tjdft;Estadual;TJDFT;G1;0;184;0;;;205
3a vara de familia de joao pessoa - tjpb;Estadual;TJPB;G1;0;-1;0;;;205
4ª vara da comarca de crato - tjce;Estadual;TJCE;G1;0;184;0;;;205
4a vara de familia de joao pessoa - tjpb;Estadual;TJPB;G1;0;413;0;;;205
6a. vara fazenda publica de joao pessoa - tjpb;Estadual;TJPB;G1;0;378;0;;43;0
gab. da vice-presidência - tjpb;Estadual;TJPB;G2;36;695;0;;;205
gab. do desembargador claudio santos - tjrn;Estadual;TJRN;G2;36;650;0;;;205
gab. dr. rondon bassil dower filho - juiz convocado - portaria n. 500/2012/c.mag. - tj - tjmt;Estadual;TJMT;G2;36;695;0;;;205
gabinete do exmo. sr. desembargador silvanio barbosa dos santos - tjdft;Estadual;TJDFT;G2;36;695;0;;;205
2ª vara cível (cível, criminal - crimes em geral, crimes dolosos contra a vida e presidência do tribunal do júri, das fazendas públicas e de registros públicos) - tjgo;Estadual;TJGO;G1;0;379;-1;;45;402
vara crime de conceicao do jacuipe - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de barra do choca - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de brumado - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de cansancao - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de coaraci - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de condeuba - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de iguai - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de irece - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de itabela - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de itamaraju - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de itaparica - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de jeremoabo - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de livramento de nossa senhora - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de macaubas - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de machadinho (meio fechado e semiaberto) - tjro;Estadual;TJRO;G1;0;184;0;;;205
vara criminal de remanso - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de santo amaro - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de sento se - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal de tanque novo - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara criminal e da infância e da juventude da comarca de frutal - tjmg;Estadual;TJMG;G1;0;184;0;;;205
vara da direção do foro - rio grande - tjrs;Estadual;TJRS;G1;0;184;0;;;205
vara da infância e da juventude e de execuções penais - tjmg;Estadual;TJMG;G1;0;184;0;;;205
vara de execução criminal da comarca de pouso alegre - tjmg;Estadual;TJMG;G1;0;184;0;;;205
vara de execuções criminais da comarca de taiobeiras - tjmg;Estadual;TJMG;G1;0;184;0;;;205
vara de execuções criminais de guanhães - tjmg;Estadual;TJMG;G1;0;184;0;;;205
vara de execuções de penas e medidas alternativas - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara de execuï¿½ï¿½es penais do df - tjdft;Estadual;TJDFT;G1;0;184;0;;;205
vara de jurisdicao plena de camamu - aberto - tjba;Estadual;TJBA;G1;0;184;0;;;205
vara judicial  da comarca de arroio grande - tjrs;Estadual;TJRS;G1;26;458;0;;;205
vara unica da comarca de fortim - tjce;Estadual;TJCE;G1;0;413;0;;;205
vara unica de ouroeste - tjsp;Estadual;TJSP;G1;0;413;0;;;205
vara única de são francisco do maranhão - tjma;Estadual;TJMA;G1;0;184;0;;;205
02 execucoes criminais de campinas - tjsp;Estadual;TJSP;G1;0;185;0;;;206
1 vara de execucoes penais e juri de teixeira de freitas - aberto - tjba;Estadual;TJBA;G1;0;185;0;;;206
1? juizado especial criminal de bras?lia - tjdft;Estadual;TJDFT;JE;25;507;0;;;206
1? vara criminal do parano? - tjdft;Estadual;TJDFT;G1;0;185;0;;;206
1? vara criminal e dos delitos de tr?nsito de planaltina - tjdft;Estadual;TJDFT;G1;0;185;0;;;206
1ª vara criminal da comarca de uberlândia - tjmg;Estadual;TJMG;G1;0;185;0;;;206
1ª vara criminal dos crimes apenados com detenção e crimes de trânsito - tjgo;Estadual;TJGO;G1;0;185;0;;;206
1ª vara de execuções penais e júri - tjba;Estadual;TJBA;G1;0;185;0;;;206
2ª vara criminal da comarca de uberlândia - tjmg;Estadual;TJMG;G1;0;185;0;;;206
2ª vara criminal dos crimes apenados com detenção e crimes de trânsito - tjgo;Estadual;TJGO;G1;0;185;0;;;206
2ª vara criminal e de execuções penais da comarca de três corações - tjmg;Estadual;TJMG;G1;0;185;0;;;206
2ª vice presidência - tjba;Estadual;TJBA;G2;36;661;0;;;206
2º juizado de violência doméstica e famíliar - porto alegre - tjrs;Estadual;TJRS;G1;0;185;0;;;206
3ª vara alta floresta - tjmt;Estadual;TJMT;G1;0;185;0;;;206
4ª vara criminal rondonópolis - tjmt;Estadual;TJMT;G1;0;185;0;;;206
5ª vara criminal da comarca de uberlândia - tjmg;Estadual;TJMG;G1;0;185;0;;;206
assis chateaubriand - vara criminal, família e sucessões, infância e juventude e juizado especial criminal - tjpr;Estadual;TJPR;JE;26;584;0;;;206
curitiba - 2ª vara de execuções penais - tjpr;Estadual;TJPR;G1;0;185;0;;;206
des. arn�bio alves teod�sio - tjpb;Estadual;TJPB;G2;36;650;0;;;206
des. carlos martins beltr�o filho - tjpb;Estadual;TJPB;G2;36;661;0;;;206
des. jo�o benedito da silva - tjpb;Estadual;TJPB;G2;36;718;0;;;206
des. jo�s de brito pereira filho - tjpb;Estadual;TJPB;G2;36;650;0;;;206
des. ricardo vital de almeida - tjpb;Estadual;TJPB;G2;36;661;0;;;206
gab. 01 - 4ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;206
gab. 01 - 5ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;206
gab. 02 - 1ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;206
gab. 02 - 2ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;206
gab. 02 - 3ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;206
gab. 02 - 5ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;206
gab. 03 - 4ª câmara criminal - tjsc;Estadual;TJSC;G2;36;661;0;;;206
gabinete do plantonista - tjmt;Estadual;TJMT;G2;36;650;0;;;206
juízo da 1ª vara criminal de dianópolis - tjto;Estadual;TJTO;G1;0;185;0;;;206
londrina - vara de execução de penas e medidas alternativas - tjpr;Estadual;TJPR;G1;0;185;0;;;206
ponta grossa - vara de execuções penais e corregedoria dos presídios - tjpr;Estadual;TJPR;G1;0;185;0;;;206
rio negro - vara criminal, família e sucessões, infância e juventude e juizado especial criminal - tjpr;Estadual;TJPR;JE;26;548;0;;;206
terceira vara criminal da comarca de joinville - tjsc;Estadual;TJSC;G1;0;185;0;;;206
tribunal do j?ri de planaltina - tjdft;Estadual;TJDFT;G1;0;185;0;;;206
tribunal do j?ri do parano? - tjdft;Estadual;TJDFT;G1;0;185;0;;;206
vara adjunta da direção do foro - gravataí - tjrs;Estadual;TJRS;G1;0;185;0;;;206
vara criminal - osório - tjrs;Estadual;TJRS;G1;0;185;0;;;206
vara criminal da comarca de biguaçu - tjsc;Estadual;TJSC;G1;0;185;0;;;206
vara criminal da comarca de caçador - tjsc;Estadual;TJSC;G1;26;460;0;;;206
vara criminal e de precatórias criminais da comarca de ubá - tjmg;Estadual;TJMG;G1;0;185;0;;;206
vara de execuções criminais da comarca de contagem - tjmg;Estadual;TJMG;G1;0;185;0;;;206
vara de execuções penais da comarca de florianópolis - tjsc;Estadual;TJSC;G1;0;185;0;;;206
vara de execu�oes de penas alternativas de fortaleza - tjce;Estadual;TJCE;G1;0;185;0;;;206
vara do juri e execucoes penais de jequie - fechado e semiaberto - tjba;Estadual;TJBA;G1;0;185;0;;;206
vara do juri e execucoes penais de juazeiro - aberto - tjba;Estadual;TJBA;G1;0;185;0;;;206
vara dos feitos relativos a delitos praticados por organização criminosa e de lavagem - tjgo;Estadual;TJGO;G1;0;185;0;;;206
vara regional de execuções penais da comarca de são josé - tjsc;Estadual;TJSC;G1;0;185;0;;;206
vara única da comarca de ibirajuba - tjpe;Estadual;TJPE;G1;0;185;0;;;206
vara unica de rosana - tjsp;Estadual;TJSP;G1;26;459;0;;;206
02 execucoes criminais de taubate - tjsp;Estadual;TJSP;G1;0;187;0;;;207
03 criminal de atibaia - tjsp;Estadual;TJSP;G1;0;187;0;;;207
1 vara crime, juri, execucoes penais, infância e juventude de serrinha - fechado - tjba;Estadual;TJBA;G1;0;187;0;;;207
1 vara criminal da comarca de simoes filho - aberto - tjba;Estadual;TJBA;G1;0;187;0;;;207
1 vara criminal de guanambi - aberto - tjba;Estadual;TJBA;G1;0;187;0;;;207
1 vara criminal de itaberaba - aberto - tjba;Estadual;TJBA;G1;0;187;0;;;207
1a. vara do juizado especial criminal de ceil?ndia - tjdft;Estadual;TJDFT;JE;26;507;0;;;207
2? juizado especial c?vel e criminal e 2? juizado de viol?ncia dom?stica e familiar contra a mulher do parano? - tjdft;Estadual;TJDFT;G1;0;187;0;;;207
2ª vara criminal da comarca de sobral - tjce;Estadual;TJCE;G1;0;187;0;;;207
2ª vara criminal e de execuções penais da comarca de alfenas - tjmg;Estadual;TJMG;G1;0;187;0;;;207
2ª vara da comarca de brejo santo - tjce;Estadual;TJCE;G1;0;187;0;;;207
conselho da magistratura - tjam;Estadual;TJAM;G2;36;650;0;;;207
execucoes criminais de tupa - tjsp;Estadual;TJSP;G1;0;187;0;;;207
gab. juiza subs. graciema ribeiro de caravellas - sdcr - tjmt;Estadual;TJMT;G2;36;684;0;;;207
turma recursal criminal - porto alegre - tjrs;Estadual;TJRS;TR;48;768;0;;;207
vara adjunta da direção do foro - alvorada - tjrs;Estadual;TJRS;G1;0;187;0;;;207
vara criminal de canavieiras - aberto - tjba;Estadual;TJBA;G1;0;187;0;;;207
vara criminal de sao desiderio - aberto - tjba;Estadual;TJBA;G1;0;187;0;;;207
vara criminal de tremedal - aberto - tjba;Estadual;TJBA;G1;0;187;0;;;207
vara da regiao oeste de viol. domest. e fam. contra a mulher de butanta - tjsp;Estadual;TJSP;G1;0;187;0;;;207
vara de execuções criminais de ouro branco - tjmg;Estadual;TJMG;G1;0;187;0;;;207
vara de execucoes penais de eunapolis - aberto - tjba;Estadual;TJBA;G1;0;187;0;;;207
vara judicial - jaguari - tjrs;Estadual;TJRS;G1;0;94;0;;;207
vara unica de cacimba de dentro - tjpb;Estadual;TJPB;G1;0;187;0;;;207
02 falencias, recuperacao judicial e conflitos relacionados à arbitragem de central - tjsp;Estadual;TJSP;G1;0;188;0;;;208
5ª vara regional de mangabeira - tjpb;Estadual;TJPB;G1;0;188;0;;;208
segunda vara esp. de família e sucessões - comarca de rondonópolis - sdcr - tjmt;Estadual;TJMT;G1;0;188;0;;;208
vara de família, da infância e da juventude e de violência doméstica e familiar contra a mulher da comarca de ubá - tjmg;Estadual;TJMG;G1;0;188;0;;;208
02 familia sucessoes de diadema - tjsp;Estadual;TJSP;G1;0;190;0;;;209
03 familia sucessoes de guarulhos - tjsp;Estadual;TJSP;G1;0;190;0;;;209
03 familia sucessoes de jabaquara - tjsp;Estadual;TJSP;G1;0;208;0;;;209
1ª v dos feitos de rel de cons civ e comerciais de anagé - tjba;Estadual;TJBA;G1;0;190;0;;;209
1ª vara civel (infância e família) - tjal;Estadual;TJAL;G1;0;208;0;;;209
1ª vara cível da comarca de são leopoldo  - tjrs;Estadual;TJRS;G1;0;190;0;;;209
2ª vara de recuperaçao de empresas e falencias da comarca de fortaleza - tjce;Estadual;TJCE;G1;0;208;0;;;209
2ª vara judicial da comarca de giruá - tjrs;Estadual;TJRS;G1;26;499;0;;;209
36ª vara civel da comarca de fortaleza - tjce;Estadual;TJCE;G1;0;208;0;;;209
3ª vara cível da comarca de erechim  - tjrs;Estadual;TJRS;G1;0;208;0;;;209
4078 - tjro;Estadual;TJRO;G2;36;650;0;;;209
8ï¿½ vara cï¿½vel de brasï¿½lia - tjdft;Estadual;TJDFT;G1;0;190;0;;;209
vitória - comarca da capital - 1º juizado especial cível - tjes;Estadual;TJES;JE;26;483;0;;;209
vitória - comarca da capital - 2º juizado especial cível - tjes;Estadual;TJES;JE;26;483;0;;;209
01 civel de aracatuba - tjsp;Estadual;TJSP;G1;0;18;0;;;21
01 civel de itaquera - tjsp;Estadual;TJSP;G1;0;18;0;;;21
01 civel de vila prudente - tjsp;Estadual;TJSP;G1;0;29;0;;;21
01 vara juizado especial civel de santana - tjsp;Estadual;TJSP;JE;26;468;0;;;21
01 vara juizado especial civel de tatuape - tjsp;Estadual;TJSP;JE;26;468;0;;;21
02 civel de araraquara - tjsp;Estadual;TJSP;G1;0;18;0;;;21
02 civel de butanta - tjsp;Estadual;TJSP;G1;0;18;0;;;21
02 civel de santo amaro - tjsp;Estadual;TJSP;G1;0;29;0;;;21
02 cumulativa de votuporanga - tjsp;Estadual;TJSP;G1;0;29;0;;;21
03 civel de ipiranga - tjsp;Estadual;TJSP;G1;0;18;0;;;21
03 civel de nossa senhora do o - tjsp;Estadual;TJSP;G1;0;18;0;;;21
03 civel de sorocaba - tjsp;Estadual;TJSP;G1;0;18;0;;;21
03 vara juizado especial civel de guarulhos - tjsp;Estadual;TJSP;JE;26;490;0;;;21
03 vara juizado especial civel de santos - tjsp;Estadual;TJSP;JE;26;468;0;;;21
04 civel de osasco - tjsp;Estadual;TJSP;G1;0;18;0;;;21
04 civel de pinheiros - tjsp;Estadual;TJSP;G1;0;18;0;;;21
04 civel de tatuape - tjsp;Estadual;TJSP;G1;0;18;0;;;21
06 civel de santos - tjsp;Estadual;TJSP;G1;0;18;0;;;21
09 civel de santos - tjsp;Estadual;TJSP;G1;0;29;0;;;21
15ª câmara cível - porto alegre - tjrs;Estadual;TJRS;G2;36;668;0;;;21
17ª câmara cível - porto alegre - tjrs;Estadual;TJRS;G2;36;668;0;;;21
1ª vara cível - porto velho - fórum cível - tjro;Estadual;TJRO;G1;0;18;0;;;21
1ª vara cível da comarca de tramandaí - tjrs;Estadual;TJRS;G1;0;18;0;;;21
1ª vara cível, criminal e de execuções penais da comarca de são gotardo - tjmg;Estadual;TJMG;JE;26;505;0;;;21
1º gabinete da segunda turma recursal - jecrc - capital - tjpe;Estadual;TJPE;TR;49;767;0;;;21
1º posto avançado de chupinguaia - tjro;Estadual;TJRO;JE;26;468;0;;;21
2ª v dos feitos de rel de cons civ e comerciais de barreiras - tjba;Estadual;TJBA;G1;0;18;0;;;21
2º gabinete da segunda turma recursal - jecrc - capital - tjpe;Estadual;TJPE;TR;49;767;0;;;21
4� juizado especial civel - tjro;Estadual;TJRO;JE;26;468;0;;;21
5º juizado especial cível de são luís - tjma;Estadual;TJMA;JE;26;537;0;;;21
9� vara c�vel da capital - tjpb;Estadual;TJPB;G1;0;18;0;;;21
9ª vara cível - porto velho - fórum cível - tjro;Estadual;TJRO;G1;0;18;0;;;21
guaçuí - 1ª vara - tjes;Estadual;TJES;G1;26;537;0;;;21
juizado especial - 12� unidade comarca de fortaleza - aldeota - tjce;Estadual;TJCE;G1;0;18;0;;;21
juizado especial - 4� unidade comarca de fortaleza - benfica - tjce;Estadual;TJCE;G1;0;18;0;;;21
juizado especial - 5� unidade comarca de fortaleza - conjunto ceara - tjce;Estadual;TJCE;G1;0;18;0;;;21
maria do ceo maciel coutinho - tjpa;Estadual;TJPA;G2;36;650;0;;;21
posto imed adjunto ao jec de passo fundo - passo fundo - tjrs;Estadual;TJRS;JE;26;468;0;;;21
unidade jurisdicional única do juizado especial de janaúba da comarca de janaúba - tjmg;Estadual;TJMG;JE;26;468;0;;;21
v dos feitos de rel de cons civ e comerciais de santa barbara - tjba;Estadual;TJBA;G1;0;18;0;;;21
vara adjunta do jec - gramado - tjrs;Estadual;TJRS;JE;26;468;0;;;21
vara adjunta do jec - lagoa vermelha - tjrs;Estadual;TJRS;JE;26;468;0;;;21
vara do jec - alvorada - tjrs;Estadual;TJRS;JE;26;490;0;;;21
vara do jec - cachoeirinha - tjrs;Estadual;TJRS;JE;26;468;0;;;21
vara do jec - esteio - tjrs;Estadual;TJRS;JE;26;468;0;;;21
vara do jec - ijuí - tjrs;Estadual;TJRS;JE;26;468;0;;;21
vara do jec - rio grande - tjrs;Estadual;TJRS;JE;26;537;0;;;21
vara juizado especial civel de jundiai - tjsp;Estadual;TJSP;JE;26;505;0;;;21
02 familia sucessoes de franca - tjsp;Estadual;TJSP;G1;0;191;0;;;210
12 familia sucessoes de central - tjsp;Estadual;TJSP;G1;0;285;0;;;210
1ª vara caceres - tjmt;Estadual;TJMT;G1;0;191;0;;;210
2ª v de família, órfãos, sucessões e interditos de itabuna - tjba;Estadual;TJBA;G1;0;191;0;;;210
2ª vara judicial da comarca de palmeira das missões - tjrs;Estadual;TJRS;G1;0;285;0;;;210
3ª vara cível da comarca de caxias - tjma;Estadual;TJMA;G1;0;285;0;;;210
3ª vara civel tangara da serra - tjmt;Estadual;TJMT;G1;0;191;0;;;210
3ª vara dos feitos de rel. de cons. civeis e comerciais de alagoinhas - tjba;Estadual;TJBA;G1;0;191;0;;;210
3ª vara lucas do rio verde - tjmt;Estadual;TJMT;G1;0;191;0;;;210
5� vara c�vel de campina grande - tjpb;Estadual;TJPB;G1;26;499;0;;;210
5ª vara cível e empresarial de santarém - tjpa;Estadual;TJPA;G1;0;191;0;;;210
gab. des. dilso domingos pereira - tjrs;Estadual;TJRS;G2;36;694;0;;;210
terceira vara esp. de família e sucessões - comarca de várzea grande - sdcr - tjmt;Estadual;TJMT;G1;0;191;0;;;210
vara - jesp do juizado especial de conselheiro pena da comarca de conselheiro pena - tjmg;Estadual;TJMG;JE;26;530;0;;;210
vara da família, órfãos, infância e juventude da comarca de tubarão - tjsc;Estadual;TJSC;G1;0;191;0;;;210
vara judicial da comarca de palmares do sul - tjrs;Estadual;TJRS;G1;0;285;0;;;210
vara única da comarca de itumirim - tjmg;Estadual;TJMG;G1;26;512;0;;;210
02 familia sucessoes de nossa senhora do o - tjsp;Estadual;TJSP;G1;0;192;0;;;211
03 familia sucessoes de sao miguel paulista - tjsp;Estadual;TJSP;G1;0;192;0;;;211
04 familia sucessoes de guarulhos - tjsp;Estadual;TJSP;G1;0;192;0;;;211
1ª vara de família e sucessões da comarca de canoas  - tjrs;Estadual;TJRS;G1;0;192;0;;;211
2ª vara de familia suces. orfaos interd e ausentes de ilheus - tjba;Estadual;TJBA;G1;0;192;0;;;211
3507 - tjro;Estadual;TJRO;G2;36;674;0;;;211
curitiba - 4ª vara de família e sucessões - tjpr;Estadual;TJPR;G1;0;192;0;;;211
saf de iguape - tjsp;Estadual;TJSP;G1;0;192;0;;;211
segunda vara c?vel do foro central da comarca da capital - tjsc;Estadual;TJSC;G1;26;499;0;;;211
vara de fam?lia e de ?rf?os e sucess?es do parano? - tjdft;Estadual;TJDFT;G1;0;192;0;;;211
vara de família e sucessões da comarca de sapucaia do sul - tjrs;Estadual;TJRS;G1;0;192;0;;;211
02 familia sucessoes de penha - tjsp;Estadual;TJSP;G1;0;193;0;;;212
1? vara de fam?lia e de ?rf?os e sucess?es do gama - tjdft;Estadual;TJDFT;G1;0;193;0;;;212
2ª vara cível - santiago - tjrs;Estadual;TJRS;G1;0;193;0;;;212
2ª vara de sucessoes da comarca de fortaleza - tjce;Estadual;TJCE;G1;0;193;0;;;212
cariacica - 3ª vara de família - tjes;Estadual;TJES;G1;0;193;0;;;212
segunda vara cível - comarca de tangará da serra - sdcr - tjmt;Estadual;TJMT;G1;0;193;0;;;212
vara da fam�lia, inf�ncia e juventude da comarca de jaragu� do sul - tjsc;Estadual;TJSC;G1;0;193;0;;;212
vara de familia suces. orfaos interd. e ausentes - porto seguro - tjba;Estadual;TJBA;G1;0;193;0;;;212
vara do jec - camaquã - tjrs;Estadual;TJRS;JE;26;636;0;;;212
02 familia sucessoes de ribeirao preto - tjsp;Estadual;TJSP;G1;0;194;0;;;213
4� vara da comarca de maracana� - tjce;Estadual;TJCE;G1;0;194;0;;;213
4ª vara de família - tjro;Estadual;TJRO;G1;0;194;0;;;213
5ª vara cível - porto velho - fórum cível - tjro;Estadual;TJRO;G1;0;194;0;;;213
8� vara de familia da comarca de fortaleza - tjce;Estadual;TJCE;G1;0;194;0;;;213
unidade judici�ria de coopera��o - furb da comarca de blumenau - tjsc;Estadual;TJSC;G1;0;194;0;;;213
02 familia sucessoes de sao bernardo do campo - tjsp;Estadual;TJSP;G1;0;19;0;;;214
02 familia sucessoes de vila prudente - tjsp;Estadual;TJSP;G1;0;19;0;;;214
04 familia sucessoes de santana - tjsp;Estadual;TJSP;G1;0;19;0;;;214
11ª vara da familia suces. orfaos interd. e ausentes de salvador - tjba;Estadual;TJBA;G1;0;19;0;;;214
1ª vara de família - tjgo;Estadual;TJGO;G1;0;19;0;;;214
1ª vara de família de são luís - tjma;Estadual;TJMA;G1;0;19;0;;;214
gab. desa. maria isabel de azevedo souza - tjrs;Estadual;TJRS;G2;36;694;0;;;214
vara da família da comarca de bacabal - tjma;Estadual;TJMA;G1;0;19;0;;;214
3ª vara da fazenda pública e autarquias - tjmg;Estadual;TJMG;G1;0;389;0;;37;23
1ª v dos feitos de rel de cons civ e comerciais de piritiba - tjba;Estadual;TJBA;G1;0;198;0;;;215
1ª v dos feitos de rel de cons civ e comerciais de queimadas - tjba;Estadual;TJBA;G1;0;37;0;;;215
1ª vara cível - bagé - tjrs;Estadual;TJRS;G1;0;195;0;;;215
2ª vara cível da comarca de pouso alegre - tjmg;Estadual;TJMG;G1;0;195;0;;;215
2ª vara judicial - jaguarão - tjrs;Estadual;TJRS;G1;0;195;0;;;215
3? vara de fam?lia de bras?lia - tjdft;Estadual;TJDFT;G1;0;45;0;;;215
1ª vara da fazenda pública e autarquias municipais - tjmg;Estadual;TJMG;G1;0;39;0;;37;42
2ª vara da fazenda pública e autarquias municipais - tjmg;Estadual;TJMG;G1;0;39;0;;37;42
juízo da 2ª vara cível (especializada em fazenda pública) da comarca de caxias do sul - tjrs;Estadual;TJRS;G1;0;391;0;;16;331
juízo da 4ª vara da fazenda e reg. públicos de palmas - desativado - tjto;Estadual;TJTO;G1;0;391;0;;16;331
segunda vara da fazenda p?blica e vara regional de execu??es fiscais estaduais da comarca de blumenau - tjsc;Estadual;TJSC;G1;0;391;0;;16;331
vara - jesp do juizado especial de são gonçalo do sapucaí da comarca de são gonçalo do sapucaí - tjmg;Estadual;TJMG;JE;26;458;0;;;215
vitória - 2ª vara de fazenda pública privativa de execuções fiscais municipais - tjes;Estadual;TJES;G1;0;391;0;;16;331
vara dos feitos de rel de cons civ e comerciais de itacare - tjba;Estadual;TJBA;G1;0;-1;0;;;215
vara judicial - augusto pestana - tjrs;Estadual;TJRS;G1;0;195;0;;;215
vara judicial da comarca de crissiumal - tjrs;Estadual;TJRS;G1;26;504;0;;;215
vara juizado esp. civel crim. de jales - tjsp;Estadual;TJSP;JE;26;602;0;;;215
vara única da comarca de carnaíba - tjpe;Estadual;TJPE;G1;0;198;0;;;215
vara única da comarca de itá - tjsc;Estadual;TJSC;G1;26;524;0;;;215
vara única de itinga do maranhão - tjma;Estadual;TJMA;G1;0;195;0;;;215
vara única de pirpirituba - tjpb;Estadual;TJPB;G1;26;463;0;;;215
execução fiscal municipal - tramandaí - tramandaí - tjrs;Estadual;TJRS;G1;0;395;0;;16;331
1� vara c�vel da capital - tjpb;Estadual;TJPB;G1;26;499;0;;;216
1� vara mista de ing� - tjpb;Estadual;TJPB;G1;26;499;0;;;216
2º juízo da 8ª vara da fazenda pública do foro central da comarca de porto alegre - tjrs;Estadual;TJRS;G1;0;395;0;;16;331
12º juizado especial - acidente de trânsito - tjal;Estadual;TJAL;JE;26;525;0;;;216
são miguel do iguaçu - vara cível, da fazenda pública, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial, juizado especial cível e juizado especial da fazenda pública - tjpr;Estadual;TJPR;G1;0;396;0;;25;421
vara da fazenda pública da comarca de garanhuns - tjpe;Estadual;TJPE;G1;0;399;0;;22;358
3� vara mista de cabedelo - tjpb;Estadual;TJPB;G1;0;234;0;;;216
c?mara de uniformiza??o - tjdft;Estadual;TJDFT;G2;36;650;0;;;216
