;case: orgao_mun;14;195;287;864;899;1146;1156;1209;6191;7724;8826;9633;9985;10739;11049;11068;11428;12467;12480;12734;2;268;268:269;268:277;268:281;268:284;268:303;268:308;268:316;268:334;268:412;2:1106;2:12133;2:158;2:175;2:197;2:214;385;385:406;total;cluster;count
1207;CRUZEIRO DO OESTE - VARA CRIMINAL, FAMÍLIA E SUCESSÕES, INFÂNCIA E JUVENTUDE E JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA - TJPR;0.0;0.0;0.914;0.0;0.0;0.0;0.0;0.058;0.0;0.0;0.029;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.072;0.0;0.058;0.583;0.029;0.029;0.014;0.014;0.201;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009;-1;-1
1208;CRUZEIRO DO OESTE - VARA CÍVEL, DA FAZENDA PÚBLICA, ACIDENTES DO TRABALHO, REGISTROS PÚBLICOS E CORREGEDORIA DO FORO EXTRAJUDICIAL - TJPR;0.201;0.019;0.0;0.0;0.248;0.0;0.299;0.0;0.0;0.009;0.178;0.0;0.028;0.0;0.0;0.0;0.0;0.0;0.0;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.715;0.0;0.248;0.028;0.0;0.009;0.0;0.0;0.014;-1;-1
1209;CRUZEIRO DO OESTE - VARA DE EXECUÇÕES PENAIS E CORREGEDORIA DOS PRESÍDIOS - TJPR;0.0;0.0;0.406;0.0;0.0;0.0;0.0;0.594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.938;0.062;0.004;-1;-1
1210;CURITIBA - 10ª VARA CRIMINAL - TJPR;0.0;0.0;0.986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.304;0.652;0.014;0.014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009;3;3
1211;CURITIBA - 10ª VARA CÍVEL - TJPR;0.069;0.0;0.0;0.0;0.822;0.0;0.011;0.0;0.0;0.0;0.098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.859;0.0;0.126;0.0;0.0;0.015;0.0;0.0;0.035;-1;-1
1212;CURITIBA - 11ª VARA CRIMINAL - TJPR;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.444;0.528;0.0;0.0;0.0;0.028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005;-1;-1
1213;CURITIBA - 11ª VARA CÍVEL - TJPR;0.012;0.0;0.0;0.0;0.815;0.0;0.036;0.0;0.0;0.0;0.137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.824;0.018;0.152;0.006;0.0;0.0;0.0;0.0;0.022;4;4
1214;CURITIBA - 12ª VARA CRIMINAL - TJPR;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.478;0.0;0.489;0.018;0.002;0.013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08;-1;-1
1215;CURITIBA - 12ª VARA CÍVEL - TJPR;0.017;0.0;0.0;0.0;0.779;0.0;0.011;0.0;0.0;0.0;0.179;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.834;0.0;0.122;0.022;0.0;0.022;0.0;0.0;0.047;-1;-1
1216;CURITIBA - 13ª VARA CÍVEL - TJPR;0.023;0.0;0.0;0.0;0.864;0.0;0.011;0.0;0.0;0.0;0.079;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.718;0.0;0.237;0.034;0.011;0.0;0.0;0.0;0.011;-1;-1
1217;CURITIBA - 14ª VARA CÍVEL - TJPR;0.06;0.0;0.0;0.0;0.797;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.772;0.0;0.164;0.065;0.0;0.0;0.0;0.0;0.015;4;4
1218;CURITIBA - 15ª VARA CÍVEL - TJPR;0.037;0.0;0.0;0.0;0.785;0.0;0.011;0.0;0.0;0.0;0.149;0.0;0.016;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.796;0.0;0.194;0.005;0.0;0.005;0.0;0.0;0.024;4;4
1219;CURITIBA - 16ª VARA CÍVEL - TJPR;0.031;0.0;0.0;0.0;0.662;0.0;0.008;0.0;0.0;0.0;0.292;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.723;0.008;0.238;0.023;0.0;0.008;0.0;0.0;0.017;-1;-1
1220;CURITIBA - 17ª VARA CÍVEL - TJPR;0.019;0.0;0.0;0.0;0.804;0.0;0.028;0.0;0.0;0.0;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.78;0.0;0.22;0.0;0.0;0.0;0.0;0.0;0.014;4;4
1221;CURITIBA - 18ª VARA CÍVEL - TJPR;0.019;0.0;0.0;0.0;0.691;0.0;0.0;0.0;0.0;0.0;0.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.845;0.0;0.137;0.014;0.0;0.005;0.0;0.0;0.028;-1;-1
1222;CURITIBA - 19ª VARA CÍVEL - TJPR;0.009;0.0;0.0;0.0;0.792;0.0;0.0;0.0;0.0;0.0;0.199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.774;0.0;0.217;0.009;0.0;0.0;0.0;0.0;0.015;4;4
1223;CURITIBA - 1ª VARA CRIMINAL - TJPR;0.0;0.0;0.992;0.0;0.0;0.0;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37;0.555;0.034;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.0;0.008;-1;-1
1224;CURITIBA - 1ª VARA CÍVEL - TJPR;0.077;0.0;0.0;0.0;0.812;0.0;0.061;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.812;0.0;0.165;0.023;0.0;0.0;0.0;0.0;0.017;-1;-1
1225;CURITIBA - 1ª VARA DA FAZENDA PÚBLICA - TJPR;0.024;0.007;0.0;0.0;0.61;0.0;0.001;0.0;0.0;0.0;0.202;0.0;0.153;0.0;0.0;0.0;0.0;0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.94;0.0;0.054;0.004;0.0;0.002;0.0;0.0;0.106;-1;-1
1226;CURITIBA - 1ª VARA DE DELITOS DE TRÂNSITO - TJPR;0.0;0.0;0.978;0.0;0.0;0.0;0.0;0.022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.323;0.392;0.0;0.011;0.0;0.0;0.274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012;-1;-1
1227;CURITIBA - 1ª VARA DE EXECUÇÃO DE PENAS E MEDIDAS ALTERNATIVAS - TJPR;0.0;0.0;0.263;0.0;0.0;0.0;0.0;0.737;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.743;0.0;0.02;-1;-1
1228;CURITIBA - 1ª VARA DE EXECUÇÕES FISCAIS ESTADUAIS - TJPR;0.902;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.044;0.0;0.055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.96;0.0;0.0;0.0;0.0;0.0;0.048;0;0
1229;CURITIBA - 1ª VARA DE EXECUÇÕES FISCAIS MUNICIPAIS - TJPR;0.999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001;0.0;0.999;0.0;0.0;0.0;0.0;0.0;0.411;-1;-1
1230;CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS - TJPR;0.0;0.0;0.0;0.0;0.997;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.995;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.079;1;1
1231;CURITIBA - 1ª VARA PRIVATIVA DO TRIBUNAL DO JÚRI - TJPR;0.0;0.0;0.896;0.0;0.0;0.0;0.0;0.031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.073;0.0;0.0;0.0;0.0;0.0;0.031;0.052;0.415;0.466;0.0;0.01;0.0;0.021;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013;-1;-1
1232;CURITIBA - 1º JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER - TJPR;0.0;0.0;0.988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.226;0.298;0.036;0.012;0.155;0.0;0.274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011;-1;-1
1233;CURITIBA - 20ª VARA CÍVEL - TJPR;0.012;0.0;0.0;0.0;0.833;0.0;0.024;0.0;0.0;0.0;0.131;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.81;0.0;0.19;0.0;0.0;0.0;0.0;0.0;0.011;4;4
1234;CURITIBA - 2ª VARA CRIMINAL - TJPR;0.0;0.0;0.989;0.0;0.0;0.0;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.341;0.582;0.022;0.055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012;-1;-1
1235;CURITIBA - 2ª VARA CÍVEL - TJPR;0.006;0.0;0.0;0.0;0.897;0.0;0.019;0.0;0.0;0.0;0.077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.762;0.0;0.219;0.006;0.0;0.013;0.0;0.0;0.02;-1;-1
1236;CURITIBA - 2ª VARA DA FAZENDA PÚBLICA - TJPR;0.053;0.016;0.0;0.0;0.183;0.0;0.002;0.0;0.0;0.0;0.123;0.0;0.623;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.935;0.002;0.056;0.005;0.0;0.002;0.0;0.0;0.058;-1;-1
1237;CURITIBA - 2ª VARA DE EXECUÇÕES FISCAIS ESTADUAIS - TJPR;0.961;0.0;0.0;0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.032;0.0;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.036;0.0;0.964;0.0;0.0;0.0;0.0;0.0;0.062;0;0
1238;CURITIBA - 2ª VARA DE EXECUÇÕES FISCAIS MUNICIPAIS - TJPR;0.406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.866;0.0;0.134;0.0;0.0;0.0;0.0;0.0;0.103;-1;-1
1239;CURITIBA - 2ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS - TJPR;0.0;0.0;0.0;0.0;0.784;0.0;0.0;0.0;0.0;0.0;0.216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.989;0.0;0.006;0.0;0.0;0.006;0.0;0.0;0.046;-1;-1
1240;CURITIBA - 2ª VARA PRIVATIVA DO TRIBUNAL DO JÚRI - TJPR;0.0;0.0;0.976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024;0.0;0.0;0.0;0.012;0.0;0.542;0.386;0.0;0.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011;-1;-1
1241;CURITIBA - 3ª VARA CRIMINAL - TJPR;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.0;0.397;0.46;0.095;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;-1;-1
1242;CURITIBA - 3ª VARA CÍVEL - TJPR;0.035;0.0;0.0;0.0;0.752;0.0;0.018;0.0;0.0;0.0;0.177;0.0;0.018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.755;0.0;0.209;0.018;0.006;0.012;0.0;0.0;0.022;4;4
1243;CURITIBA - 3ª VARA DA FAZENDA PÚBLICA - TJPR;0.041;0.014;0.0;0.0;0.259;0.0;0.0;0.0;0.0;0.0;0.229;0.0;0.454;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.878;0.0;0.051;0.014;0.003;0.054;0.0;0.0;0.038;-1;-1
1244;CURITIBA - 4ª VARA CRIMINAL - TJPR;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.079;0.811;0.047;0.047;0.0;0.016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;3;3
1245;CURITIBA - 4ª VARA CÍVEL - TJPR;0.046;0.0;0.0;0.0;0.711;0.0;0.032;0.0;0.0;0.0;0.207;0.0;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.729;0.0;0.196;0.005;0.0;0.071;0.0;0.0;0.029;-1;-1
1246;CURITIBA - 4ª VARA DA FAZENDA PÚBLICA - TJPR;0.08;0.032;0.0;0.0;0.238;0.0;0.0;0.0;0.0;0.0;0.221;0.0;0.422;0.0;0.0;0.0;0.0;0.003;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.946;0.0;0.034;0.018;0.0;0.002;0.0;0.0;0.039;-1;-1
1247;CURITIBA - 5ª VARA CRIMINAL - TJPR;0.0;0.0;0.987;0.0;0.0;0.0;0.0;0.013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0.289;0.648;0.025;0.0;0.0;0.013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;3;3
1248;CURITIBA - 5ª VARA CÍVEL - TJPR;0.0;0.0;0.0;0.0;0.91;0.0;0.006;0.0;0.0;0.0;0.078;0.0;0.006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.754;0.0;0.232;0.008;0.0;0.006;0.0;0.0;0.023;-1;-1
1249;CURITIBA - 6ª VARA CRIMINAL - TJPR;0.0;0.0;0.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.347;0.469;0.122;0.02;0.0;0.041;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;-1;-1
1250;CURITIBA - 6ª VARA CÍVEL - TJPR;0.011;0.0;0.0;0.0;0.768;0.0;0.027;0.0;0.0;0.0;0.194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.819;0.0;0.159;0.011;0.0;0.011;0.0;0.0;0.024;4;4
1251;CURITIBA - 7ª VARA CRIMINAL - TJPR;0.0;0.0;0.989;0.0;0.0;0.0;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.208;0.736;0.022;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.0;0.017;3;3
1252;CURITIBA - 7ª VARA CÍVEL - TJPR;0.088;0.0;0.0;0.0;0.798;0.0;0.027;0.0;0.0;0.0;0.088;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.782;0.009;0.178;0.031;0.0;0.0;0.0;0.0;0.029;4;4
1253;CURITIBA - 8ª VARA CRIMINAL - TJPR;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.406;0.594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009;-1;-1
1254;CURITIBA - 8ª VARA CÍVEL - TJPR;0.05;0.0;0.0;0.0;0.834;0.0;0.01;0.0;0.0;0.0;0.106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.784;0.0;0.176;0.04;0.0;0.0;0.0;0.0;0.02;4;4
1255;CURITIBA - 9ª VARA CRIMINAL - TJPR;0.0;0.0;0.982;0.0;0.0;0.0;0.0;0.009;0.0;0.0;0.009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009;0.0;0.203;0.765;0.0;0.009;0.0;0.009;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;3;3
1256;CURITIBA - 9ª VARA CÍVEL - TJPR;0.007;0.0;0.0;0.0;0.777;0.0;0.014;0.0;0.0;0.0;0.194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.73;0.0;0.234;0.022;0.0;0.014;0.0;0.0;0.018;4;4
1257;CURITIBA - VARA DE ACIDENTES DO TRABALHO E CARTAS PRECATÓRIAS CÍVEIS - TJPR;0.199;0.297;0.0;0.0;0.23;0.0;0.016;0.0;0.0;0.0;0.207;0.0;0.051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.305;0.0;0.0;0.0;0.0;0.695;0.0;0.0;0.017;-1;-1
1258;CURIÚVA - JUÍZO ÚNICO - TJPR;0.097;0.0;0.451;0.0;0.222;0.0;0.014;0.069;0.0;0.0;0.09;0.0;0.056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.097;0.34;0.014;0.0;0.0;0.0;0.014;0.0;0.25;0.0;0.16;0.028;0.0;0.028;0.069;0.0;0.009;-1;-1
1259;DEPARTAMENTO DE EXECUÇÕES CRIMINAIS - 3ª RAJ DE BAURU - TJSP;0.0;0.0;0.077;0.0;0.0;0.0;0.0;0.923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.0;0.0;0.113;0.0;0.0;0.0;0.0;0.0;0.0;0.592;0.282;0.009;-1;-1
1260;DIVINA PASTORA - TJSE;0.067;0.0;0.2;0.0;0.227;0.0;0.027;0.04;0.0;0.013;0.387;0.0;0.027;0.0;0.0;0.013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08;0.133;0.0;0.027;0.0;0.0;0.013;0.0;0.48;0.0;0.227;0.0;0.0;0.04;0.0;0.0;0.005;-1;-1
1261;DOIS VIZINHOS - VARA CRIMINAL, FAMÍLIA E SUCESSÕES, INFÂNCIA E JUVENTUDE E JUIZADO ESPECIAL CRIMINAL - TJPR;0.0;0.0;0.811;0.0;0.0;0.0;0.0;0.132;0.0;0.0;0.057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.396;0.283;0.0;0.0;0.0;0.0;0.208;0.0;0.019;0.0;0.0;0.0;0.0;0.0;0.094;0.0;0.007;-1;-1
1262;DOMINGOS MARTINS - 1ª VARA - TJES;0.064;0.0;0.0;0.014;0.447;0.0;0.092;0.0;0.0;0.0;0.348;0.0;0.028;0.0;0.0;0.0;0.0;0.0;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007;0.0;0.0;0.596;0.0;0.128;0.007;0.0;0.262;0.0;0.0;0.009;-1;-1
1263;DOMINGOS MARTINS - 2ª VARA - TJES;0.0;0.0;0.85;0.0;0.008;0.0;0.0;0.016;0.0;0.0;0.126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.071;0.543;0.213;0.0;0.016;0.0;0.126;0.008;0.0;0.0;0.0;0.008;0.0;0.0;0.016;0.0;0.008;-1;-1
1264;DORES DO RIO PRETO - VARA ÚNICA - TJES;0.073;0.003;0.241;0.002;0.433;0.0;0.002;0.022;0.0;0.072;0.064;0.033;0.05;0.0;0.001;0.001;0.0;0.0;0.002;0.0;0.0;0.0;0.0;0.037;0.23;0.001;0.009;0.004;0.005;0.004;0.001;0.486;0.0;0.163;0.037;0.0;0.012;0.009;0.0;0.063;-1;-1
1265;DÉCIMA QUARTA VARA CRIMINAL - COMARCA DA CAPITAL - SDCR - TJMT;0.0;0.0;0.986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.083;0.903;0.0;0.0;0.0;0.014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005;3;3
1266;DÉCIMA SEGUNDA VARA CRIMINAL - COMARCA DA CAPITAL - SDCR - TJMT;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.304;0.685;0.0;0.0;0.0;0.012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011;3;3
1267;DÉCIMA VARA CRIMINAL - COMARCA DA CAPITAL - SDCR - TJMT;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.066;0.91;0.006;0.0;0.0;0.018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011;3;3
1268;DÉCIMA VARA CÍVEL - COMARCA DA CAPITAL - SDCR - TJMT;0.006;0.0;0.0;0.0;0.726;0.0;0.07;0.0;0.0;0.0;0.193;0.0;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.709;0.0;0.222;0.03;0.0;0.017;0.0;0.0;0.041;4;4
1269;ECOPORANGA - VARA ÚNICA - TJES;0.251;0.058;0.208;0.0;0.164;0.0;0.014;0.014;0.0;0.0;0.227;0.0;0.053;0.0;0.0;0.005;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.014;0.188;0.01;0.0;0.0;0.0;0.029;0.0;0.348;0.0;0.338;0.005;0.0;0.048;0.019;0.0;0.013;-1;-1
1270;EXECUÇÃO PENAL - TJAP;0.0;0.0;0.004;0.0;0.0;0.0;0.0;0.993;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.962;0.0;0.062;-1;-1
1271;FAMILIA SUCESSOES DE TAUBATE - TJSP;0.0;0.0;0.0;0.0;0.95;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.962;0.0;0.0;0.025;0.0;0.012;0.0;0.0;0.005;1;1
1272;FAXINAL - JUÍZO ÚNICO - TJPR;0.114;0.047;0.256;0.0;0.393;0.0;0.028;0.028;0.0;0.0;0.076;0.0;0.057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009;0.133;0.0;0.009;0.0;0.0;0.057;0.0;0.517;0.0;0.133;0.028;0.0;0.038;0.076;0.0;0.014;-1;-1
1273;FAZENDA PUBLICA DE DIADEMA - TJSP;0.046;0.0;0.0;0.0;0.935;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018;0.0;0.0;0.0;0.0;0.0;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018;0.0;0.98;0.0;0.0;0.003;0.0;0.0;0.048;-1;-1
