Orgao;2;268;268:269;268:277;268:281;268:284;268:303;268:308;268:316;268:334;268:412;2:1106;2:12133;2:158;2:175;2:197;2:214;385;385:406
8ª vara cível da comarca de juiz de fora - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;86;0;22;0;0;2;0;0
8ª vara cível da comarca de uberlândia - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;43;1;60;0;0;2;0;0
8ª vara cível de campina grande - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;42;0;17;0;0;1;0;0
8ª vara cível de são luís - tjma (g1);5;0;0;0;0;0;0;0;0;0;0;137;0;78;5;0;4;0;0
8ª vara cível de teresina - tjpi (g1);0;0;0;0;0;0;0;0;0;0;0;772;0;459;10;0;6;0;0
8ª vara cível do foro central - porto alegre - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;327;0;197;18;0;2;0;0
8ª vara cível do foro central da comarca de porto alegre - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;45;0;15;3;0;0;0;0
8ª vara cível e de acidentes de trabalho - tjam (g1);73;0;0;0;0;0;0;0;0;0;0;1079;3;1087;65;0;6;0;0
8ª vara cível e empresarial de belém - tjpa (g1);16;0;0;0;0;0;0;0;0;0;0;70;3;58;4;0;1;1;0
8ª vara da familia suces. orfaos interd. e ausentes de salvador - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;9;0;6;0;0;8;0;0
8ª vara da fazenda publica da comarca de fortaleza - tjce (g1);0;0;0;0;0;0;0;0;0;0;0;75;0;1;9;0;0;0;0
8ª vara da fazenda pública - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;128;0;2;8;0;0;0;0
8ª vara da fazenda pública da capital - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;300;0;22;20;0;2;0;0
8ª vara da fazenda pública de são luís - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;1062;0;0;0;0;0
8ª vara da fazenda pública do foro central - porto alegre - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;10;0;66;1;0;1;0;0
8ª vara da fazenda pública do foro central da comarca de porto alegre - tjrs (g1);1;0;0;0;0;0;0;0;0;0;0;2;0;359;0;0;6;0;0
8ª vara de familia suces. orfaos interd. e ausentes - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;23;0;13;4;0;2;0;0
8ª vara de família (inativo) - tjrn (g1);0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
8ª vara de família da comarca de belo horizonte - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;46;0;2;0;0;0;0;0
8ª vara de família de belém - tjpa (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0
8ª vara de família e registro civil da capital - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
8ª vara de família e sucessões - tjam (g1);0;0;0;0;0;0;0;0;0;0;0;60;0;3;0;0;1;0;0
8ª vara de família e sucessões - tjrn (g1);0;0;0;0;0;0;0;0;0;0;0;56;0;0;1;0;0;0;0
8ª vara de relacoes de consumo - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;60;0;12;0;0;0;0;0
8ª vara de relações de consumo de salvador - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;14;0;7;0;0;0;0;0
8ª vara do juizado especial cível de belém - tjpa (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
8ª vara família - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
8ª vara fazenda publica de são luís - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0
8ª vara/ofício cível - tjms (g1);0;0;0;0;0;0;0;0;0;0;0;187;0;73;0;0;0;0;0
8ª vara/ofício cível de competência residual - tjms (g1);0;0;0;0;0;0;0;0;0;0;0;210;2;187;6;0;2;0;0
8º juizado especial cível central - tjrn (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
8º juizado especial cível da capital - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
8ï¿½ vara criminal de brasï¿½lia - tjdft (g1);0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8ï¿½ vara cï¿½vel de brasï¿½lia - tjdft (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;0;0;0;0
8ï¿½ vara da fazenda pï¿½blica do df - tjdft (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
8� vara civel - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;205;0;72;1;0;0;0;0
8� vara civel da comarca de fortaleza - tjce (g1);0;0;0;0;0;0;0;0;0;0;0;262;0;4;3;0;1;0;0
8� vara criminal da comarca de fortaleza - tjce (g1);0;0;0;24;79;1;6;0;1;11;0;0;0;0;0;0;0;0;0
8� vara c�vel da capital - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;15;0;9;0;0;0;0;0
8� vara c�vel de campina grande - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
8� vara da fazenda publica da comarca de fortaleza - tjce (g1);0;0;0;0;0;0;0;0;0;0;0;169;0;0;0;0;1;0;0
8� vara de familia da comarca de fortaleza - tjce (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;0
9 ª vara criminal de aracaju - tjse (g1);0;0;0;51;207;0;16;0;10;31;0;0;0;0;0;0;0;0;0
9 ª vara cível de aracaju - tjse (g1);0;0;0;0;0;0;0;0;0;0;0;685;6;210;7;0;3;0;0
9? vara c?vel de bras?lia - tjdft (g1);1;0;0;0;0;0;0;0;0;0;0;579;0;213;49;0;58;0;0
9a vara civel de campina grande - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;16;0;16;0;0;0;0;0
9a. vara civel de joao pessoa - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;62;0;44;0;1;0;0;0
9ª v cível e comercial de salvador - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;6;0;11;0;0;2;0;0
9ª v da fazenda pública de salvador - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;225;0;0;0;0;0
9ª vara civel da comarca de fortaleza - tjce (g1);0;0;0;0;0;0;0;0;0;0;0;14;0;104;0;0;2;0;0
9ª vara criminal (auditoria militar) - tjpi (g1);0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9ª vara criminal (crimes punidos com reclusão) - tjgo (g1);0;1;0;42;117;0;30;0;2;0;0;0;0;0;0;0;0;0;0
9ª vara criminal (inativo) - tjrn (g1);0;0;0;2;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0
9ª vara criminal - tjba (g1);0;0;0;8;23;0;1;0;0;2;0;0;0;0;0;0;0;0;1
9ª vara criminal - tjmg (g1);0;8;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9ª vara criminal - tjrn (g1);0;1;0;35;81;5;0;0;0;0;0;0;0;0;0;0;0;0;0
9ª vara criminal da capital - tjam (g1);0;0;0;73;291;0;0;0;0;4;0;0;0;0;0;0;0;0;0
9ª vara criminal da capital - tjpe (g1);0;0;0;69;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9ª vara criminal da capital / tribunal do júri - tjal (g1);0;0;0;5;38;0;0;0;0;0;0;0;0;0;0;0;0;2;0
9ª vara criminal da comarca de belo horizonte - tjmg (g1);0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9ª vara criminal da comarca de fortaleza - tjce (g1);0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9ª vara criminal de belém - tjpa (g1);0;0;0;9;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0
9ª vara criminal de são luís - tjma (g1);0;0;0;4;41;0;0;0;1;0;0;0;0;0;0;0;0;0;0
9ª vara criminal de teresina - tjpi (g1);0;0;0;37;238;0;2;0;2;34;0;0;0;0;0;0;0;0;0
9ª vara criminal do foro central - porto alegre - tjrs (g1);0;0;0;0;23;8;0;0;0;0;0;0;0;0;0;0;0;0;0
9ª vara cível - porto velho - fórum cível - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;13;0;1;2;0;1;0;0
9ª vara cível - tjgo (g1);0;0;0;0;0;0;0;0;0;0;0;279;2;72;1;2;0;0;0
9ª vara cível - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;89;0;23;1;0;2;0;0
9ª vara cível - tjmt (g1);1;0;0;0;0;0;0;0;0;0;0;39;0;10;0;0;0;0;0
9ª vara cível - tjrn (g1);45;0;0;0;0;0;0;0;0;0;0;239;2;62;12;0;0;0;0
9ª vara cível - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;107;0;87;0;0;0;0;0
9ª vara cível da capital - seção a - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;73;0;16;4;0;6;0;0
9ª vara cível da capital - seção b - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;55;2;7;6;0;2;0;0
9ª vara cível da capital - tjal (g1);0;0;0;0;0;0;0;0;0;0;0;46;0;21;7;0;0;0;0
9ª vara cível da capital - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;104;0;51;4;0;0;0;0
9ª vara cível da comarca de belo horizonte - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;204;0;44;8;0;2;0;0
9ª vara cível da comarca de uberlândia - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;44;0;22;0;0;0;0;0
9ª vara cível de campina grande - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;105;0;47;1;0;0;0;0
9ª vara cível de competência residual - tjms (g1);0;0;0;0;0;0;0;0;0;0;0;200;0;203;14;0;0;0;0
9ª vara cível de são luís - tjma (g1);6;0;0;0;0;0;0;0;0;0;0;129;0;102;1;0;3;0;0
9ª vara cível de teresina - tjpi (g1);0;0;0;0;0;0;0;0;0;0;0;90;0;190;0;0;0;0;0
9ª vara cível do foro central - porto alegre - tjrs (g1);2;0;0;0;0;0;0;0;0;0;0;394;0;270;23;0;5;0;0
9ª vara cível do foro central da comarca de porto alegre - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;57;0;15;0;0;0;0;0
9ª vara cível e comercial - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;90;0;26;0;0;4;0;0
9ª vara cível e de acidentes de trabalho - tjam (g1);6;0;0;0;0;0;0;0;0;0;0;226;0;59;5;0;2;0;0
9ª vara cível e empresarial de belém - tjpa (g1);13;0;0;0;0;0;0;0;0;0;0;136;0;115;1;0;7;0;0
9ª vara da familia suces. orfaos interd. e ausentes de salvador - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;11;0;16;3;0;3;0;0
9ª vara da fazenda publica da comarca de fortaleza - tjce (g1);0;0;0;0;0;0;0;0;0;0;0;57;1;1;5;0;10;0;0
9ª vara da fazenda publica de são luis - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0
9ª vara da fazenda pública - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;6;0;83;0;0;0;0;0
9ª vara da fazenda pública de são luís - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;1002;0;0;0;0;0
9ª vara de arapiraca / família e sucessões - tjal (g1);0;0;0;0;0;0;0;0;0;0;0;52;0;1;0;0;0;0;0
9ª vara de familia da comarca de fortaleza - tjce (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
9ª vara de familia suces. orfaos interd. e ausentes - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;15;0;2;0;0;1;0;0
9ª vara de família da comarca de belo horizonte - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;32;0;6;0;0;0;0;0
9ª vara de família e registro civil da capital - tjpe (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0
9ª vara de família e sucessões - tjam (g1);0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
9ª vara de família e sucessões - tjrn (g1);0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0
9ª vara de relacoes de consumo - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;64;0;21;1;0;2;0;0
9ª vara de relações de consumo de salvador - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0
9ª vara família - tjmg (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
9º juizado especial cível central - tjrn (g1);0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
9� vara civel da comarca de fortaleza - tjce (g1);0;0;0;0;0;0;0;0;0;0;0;58;0;866;4;0;11;0;0
9� vara criminal da comarca de fortaleza - tjce (g1);0;0;0;30;65;0;9;0;0;4;0;0;0;0;0;0;0;0;0
9� vara c�vel - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;33;0;44;0;0;0;0;0
9� vara c�vel da capital - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;18;0;2;0;0;0;0;0
9� vara c�vel de campina grande - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0
9� vara da fazenda publica da comarca de fortaleza - tjce (g1);0;0;0;0;0;0;0;0;0;0;0;43;0;1;0;0;16;0;0
9� vara de familia da comarca de fortaleza - tjce (g1);0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
[cejusc] alagoinhas - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
[cejusc] camacari - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
[cejusc] itacaré - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
[cejusc] jaguaquara - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0
[cejusc] pojuca - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0
[cejusc] porto seguro - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
[cejusc] presidente jânio quadros - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0
[cejusc] salvador cível e relações de consumo - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
[cejusc] serra dourada - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0
[cejusc] teixeira de freitas - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
[cejusc] valença - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
[cejusc] vitoria da conquista - tjba (g1);0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
afonso cláudio - 1ª vara - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;213;0;164;2;1;13;0;0
afonso cláudio - 2ª vara - tjes (g1);0;0;0;42;53;17;0;13;0;3;0;33;0;0;0;0;0;48;0
agua doce do norte - vara única - tjes (g1);0;0;0;11;20;0;0;0;0;11;0;34;0;98;3;0;9;0;0
aguia branca - vara única - tjes (g1);0;0;0;14;40;3;0;0;0;1;0;27;0;28;5;0;5;0;0
alegre - 1ª vara - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;122;0;153;2;1;16;0;0
alegre - 2ª vara - tjes (g1);0;1;0;5;30;2;0;1;0;4;0;15;0;0;1;0;1;2;0
alfredo chaves - vara única - tjes (g1);0;0;0;5;7;5;0;0;1;0;0;50;0;59;4;0;26;1;0
almirante tamandaré - 1ª vara criminal - tjpr (g1);0;0;0;25;52;0;4;0;0;29;0;0;0;0;0;0;0;0;0
almirante tamandaré - 1ª vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;56;0;11;9;0;4;0;0
almirante tamandaré - 2ª vara criminal - tjpr (g1);0;0;0;14;54;0;2;14;0;24;0;0;0;0;0;0;0;10;0
almirante tamandaré - 2ª vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;19;0;1;0;0;6;0;0
almirante tamandaré - vara de família e sucessões, infância e juventude, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
alta floresta do oeste - vara única - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;49;0;27;0;0;0;0;0
alto paraná - juízo único - tjpr (g1);0;2;0;2;28;0;2;0;2;6;0;28;0;6;0;0;2;6;0
alto piquiri - juízo único - tjpr (g1);0;0;0;4;32;0;0;0;0;2;0;39;0;6;0;0;2;4;0
alto rio novo - vara única - tjes (g1);0;0;0;8;16;0;0;0;1;3;0;13;0;32;0;0;4;0;0
altônia - juízo único - tjpr (g1);0;0;0;2;30;0;1;0;0;4;0;33;0;6;2;0;4;2;0
alvorada do oeste - vara única - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;7;0;0;0;0;0
ampére - juízo único - tjpr (g1);0;0;0;0;4;0;8;0;0;4;0;2;0;6;0;0;10;6;0
anchieta - 1ª vara - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;65;0;148;1;0;44;0;0
anchieta - 2ª vara - tjes (g1);0;0;0;22;54;0;0;8;1;6;0;25;0;0;0;0;0;5;0
anchieta - vara única - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0
andirá - vara criminal, família e sucessões, infância e juventude e juizado especial criminal - tjpr (g1);0;0;0;8;24;0;0;0;0;4;0;0;0;0;0;0;0;6;0
andirá - vara cível, da fazenda pública, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial, juizado especial cível e juizado especial da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;64;0;35;4;0;6;0;0
anexo fiscal - 2ª vara cível especializada em fazenda pública - caxias do sul - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;4;0;212;0;0;3;0;0
anexo fiscal - varas cíveis - santa cruz do sul - tjrs (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
anexo viol. domest. e fam. contra a mulher de ribeirao preto - tjsp (g1);0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
anexo viol. domest. e fam. contra a mulher de suzano - tjsp (g1);0;0;0;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
antonina - vara criminal, família e sucessões, infância e juventude e juizado especial criminal - tjpr (g1);0;0;0;6;36;2;2;2;0;4;0;2;0;0;0;0;0;2;0
antonina - vara cível, da fazenda pública, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial, juizado especial cível e juizado especial da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;50;0;10;2;0;0;0;0
apiacá - vara única - tjes (g1);0;0;0;3;3;0;0;0;0;0;0;16;0;19;0;0;0;0;0
apucarana - 1ª vara criminal - tjpr (g1);0;0;0;12;36;4;4;0;4;22;0;0;0;0;0;0;0;8;0
apucarana - 1ª vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;154;0;66;2;0;2;0;0
apucarana - 2ª vara criminal - tjpr (g1);0;4;0;6;26;4;2;0;0;16;0;0;0;0;0;0;0;26;0
apucarana - 2ª vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;100;0;51;4;0;8;0;0
apucarana - juizado especial cível, criminal e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
apucarana - vara de família e sucessões, infância e juventude, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0
aquidabã - tjse (g1);0;0;0;23;71;7;2;1;1;3;0;224;0;109;0;0;2;0;0
aracruz - 1ª vara criminal - tjes (g1);0;0;1;37;132;28;0;14;0;6;0;0;0;0;0;0;0;0;0
aracruz - 1ª vara cível, família e de órfãos e sucessões - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;78;0;26;0;0;2;0;0
aracruz - 2ª vara criminal - tjes (g1);0;0;0;31;60;6;0;16;0;12;0;0;0;0;0;0;0;0;0
aracruz - 2ª vara cível, família e de órfãos e sucessões - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;69;0;8;0;0;3;0;0
aracruz - faz. pública est., mun., reg. púb. e meio ambiente - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;55;0;175;1;0;2;0;0
aracruz - vara da fazenda pública estadual e municipal, registro público e meio ambiente - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;0;0
arapongas - 1ª vara criminal - tjpr (g1);0;0;2;12;144;6;28;0;6;12;0;0;0;0;0;0;0;20;2
arapongas - 1ª vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;198;0;109;14;0;8;0;0
arapongas - 2ª vara criminal - tjpr (g1);0;0;0;8;36;8;4;0;0;10;0;0;0;0;0;0;0;0;0
arapongas - 2ª vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;34;0;27;0;0;6;0;0
arapongas - juizado especial cível, criminal e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
arapongas - vara de família e sucessões, infância e juventude, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0
arapoti - juízo único - tjpr (g1);0;0;0;6;28;0;0;0;0;16;0;32;0;116;0;0;2;8;0
araucária - 1ª vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;270;2;1019;58;0;10;0;0
araucária - 2ª vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;57;0;890;0;0;0;0;0
araucária - vara criminal - tjpr (g1);0;2;0;44;153;9;15;0;8;32;0;0;0;0;0;0;0;10;0
araucária - vara de família e sucessões, infância e juventude, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
arauá - tjse (g1);0;0;0;16;33;2;2;0;0;0;0;100;0;77;1;0;5;6;0
areia branca - tjse (g1);0;0;0;49;46;2;2;0;1;2;0;84;0;44;0;0;1;0;0
ariquemes - 1ª vara cível - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;19;0;147;0;0;0;0;0
ariquemes - 2ª vara cível - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;42;0;67;0;0;0;0;0
ariquemes - 3ª vara cível - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;64;0;93;0;0;0;0;0
ariquemes - 4ª vara cível - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;30;0;101;0;0;0;0;0
assaí - vara criminal, família e sucessões, infância e juventude e juizado especial criminal - tjpr (g1);0;0;0;0;26;0;0;0;0;12;0;0;0;0;0;0;0;12;0
assaí - vara cível, da fazenda pública, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial, juizado especial cível e juizado especial da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;75;0;36;2;0;4;0;0
assis chateaubriand - vara criminal, família e sucessões, infância e juventude e juizado especial criminal - tjpr (g1);0;2;0;8;20;0;2;0;0;6;0;2;0;0;0;0;0;22;0
assis chateaubriand - vara cível, da fazenda pública, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial, juizado especial cível e juizado especial da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;62;0;32;4;0;6;0;0
astorga - vara criminal, família e sucessões, infância e juventude e juizado especial criminal - tjpr (g1);0;0;0;16;36;0;0;0;0;24;0;0;0;0;0;0;0;18;0
astorga - vara cível, da fazenda pública, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial, juizado especial cível e juizado especial da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;119;0;24;2;0;0;0;0
atílio vivacqua - vara única - tjes (g1);0;0;0;8;20;1;0;0;0;2;0;36;0;34;1;0;2;3;0
auditoria militar - tjgo (g1);0;1;0;6;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0
auditoria militar do df - tjdft (g1);0;2;0;20;32;0;2;0;0;3;0;4;0;0;0;0;6;20;0
baixo guandu - 1ª vara - tjes (g1);0;0;0;0;0;0;0;0;1;0;0;157;0;154;6;0;31;0;0
baixo guandu - 2ª vara - tjes (g1);0;0;0;14;57;10;0;17;0;4;0;12;0;0;0;0;0;2;0
bandeirantes - 1ª vara cível e da fazenda pública, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;168;0;54;2;0;38;0;0
bandeirantes - 2ª vara cível e da fazenda pública - tjpr (g1);0;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0;2;0;0
bandeirantes - vara criminal, família e sucessões, infância e juventude e juizado especial cível, criminal e da fazenda pública - tjpr (g1);0;2;0;6;20;0;0;0;0;8;0;2;0;0;0;0;0;18;0
barbosa ferraz - juízo único - tjpr (g1);0;0;0;0;20;0;0;0;0;0;0;46;0;45;0;0;0;2;0
barra de são francisco - 1ª vara criminal - tjes (g1);0;0;0;17;118;2;0;11;0;19;0;0;0;0;0;0;0;0;0
barra de são francisco - 1ª vara cível - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;146;0;252;3;0;21;0;0
barra de são francisco - 2ª vara criminal - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
barra de são francisco - 3ª vara cível - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;30;0;0;10;0;0;0;0
barracão - juízo único - tjpr (g1);0;0;0;0;32;4;0;0;0;4;0;26;0;4;0;0;0;8;0
bela vista do paraíso - juízo único - tjpr (g1);0;0;0;2;44;0;0;0;2;10;0;105;0;37;8;0;16;8;0
boa esperança - vara única - tjes (g1);0;0;0;8;27;0;0;0;0;2;0;17;0;31;0;0;0;4;1
bocaiúva do sul - juízo único - tjpr (g1);0;0;0;0;18;0;0;0;0;4;0;46;0;16;6;0;8;4;0
bom jesus do norte - vara única - tjes (g1);0;0;0;6;25;0;0;13;0;6;0;68;0;29;2;0;18;0;0
boquim - tjse (g1);0;0;0;45;148;4;0;9;0;3;0;225;0;246;6;0;2;1;0
brejo grande - tjse (g1);0;0;0;3;16;0;0;0;1;3;0;61;3;0;1;0;0;0;0
buritis - 1ª vara genérica - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;88;0;49;0;0;0;0;0
buritis - 2ª vara genérica - tjro (g1);0;0;0;0;0;0;0;0;0;0;0;140;0;55;0;0;0;0;0
cachoeiro de itapemirim - 1ª vara criminal - tjes (g1);0;1;0;108;69;10;0;0;3;3;0;3;0;0;0;0;0;0;0
cachoeiro de itapemirim - 1ª vara cível - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;119;7;66;6;1;4;0;0
cachoeiro de itapemirim - 1ª vara da fazenda pública estadual, municipal, rp, ma e execuções fiscais - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;413;0;0;4;0;0
cachoeiro de itapemirim - 1ª vara de família e órfãos e sucessões - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
cachoeiro de itapemirim - 1ª vara fazenda pública estadual, municipal, reg públicos, meio ambiente e saúde - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;57;0;2536;1;0;8;0;0
cachoeiro de itapemirim - 2ª vara cível - tjes (g1);0;0;0;0;0;0;0;0;0;0;0;124;2;71;3;0;2;0;0
